reference,country_name,hdi_category,indicator_name,values
,Burkina Faso,,Total (Mt CO2)_1990,1.0
,Sierra Leone,,Total (Mt CO2)_1990,0.3
,Iceland,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.2
,Norway,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,87.5
,Australia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,326.6
,Canada,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,639.0
,Ireland,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,42.3
,Sweden,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,53.0
,Switzerland,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,40.4
,Japan,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,"1,257.2"
,Netherlands,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,142.0
,France,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,373.5
,Finland,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,65.8
,United States,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,"6,045.8"
,Spain,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,330.3
,Denmark,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,52.9
,Austria,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,69.8
,United Kingdom,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,586.9
,Belgium,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,100.7
,Luxembourg,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,11.3
,New Zealand,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,31.6
,Italy,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,449.7
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,37.4
,Germany,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,808.3
,Israel,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,71.2
,Greece,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,96.6
,Singapore,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,52.2
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,465.4
,Slovenia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,16.2
,Cyprus,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,6.7
,Portugal,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,58.9
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,8.8
,Barbados,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.3
,Czech Republic,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,116.9
,Kuwait,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,99.3
,Malta,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.5
,Qatar,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,52.9
,Hungary,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,57.1
,Poland,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,307.1
,Argentina,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,141.7
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,149.1
,Chile,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,62.4
,Bahrain,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,16.9
,Slovakia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,36.3
,Lithuania,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,13.3
,Estonia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,18.9
,Latvia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.1
,Uruguay,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.5
,Croatia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,23.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,6.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.0
,Seychelles,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.5
,Cuba,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,25.8
,Mexico,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,437.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,42.5
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Tonga,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,59.9
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.4
,Oman,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,30.9
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,32.5
,Romania,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,90.4
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,308.2
,Panama,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.7
,Malaysia,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,177.5
,Belarus,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,64.9
,Mauritius,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.2
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,15.6
,Russian Federation,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,"1,524.1"
,Albania,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.7
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,10.4
,Brazil,HIGH HUMAN DEVELOPMENT,Total (Mt CO2)_2004,331.6
,Dominica,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.4
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,200.2
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,172.5
,Colombia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,53.6
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,329.8
,Samoa,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Thailand,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,267.9
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,19.6
,Belize,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.8
,China,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,"5,007.1"
,Grenada,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Armenia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.6
,Turkey,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,226.0
,Suriname,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.3
,Jordan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,16.5
,Peru,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,31.5
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,16.3
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,29.3
,Philippines,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,80.5
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,22.9
,Fiji,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.1
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,433.3
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,4.2
,Georgia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.9
,Guyana,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.4
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,31.3
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,11.5
,Maldives,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.7
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,10.6
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,6.2
,Algeria,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,193.9
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,98.6
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.6
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,378.0
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,68.4
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,41.7
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,4.0
,Moldova,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.7
,Egypt,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,158.1
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,137.8
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,8.5
,Honduras,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.6
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.7
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.0
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,12.2
,Gabon,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,436.8
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Botswana,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,4.3
,Namibia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.5
,Morocco,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,41.1
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.4
,India,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,"1,342.1"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.3
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.5
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,9.8
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.2
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,125.6
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.6
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.5
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,37.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.0
,Nepal,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.7
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,3.8
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.4
,Haiti,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.8
,Sudan,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,10.4
,Kenya,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,10.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.4
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,10.6
,Togo,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.3
,Yemen,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,21.1
,Uganda,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.8
,Gambia,MEDIUM HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.3
,Senegal,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.0
,Eritrea,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.8
,Nigeria,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,114.0
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,4.3
,Guinea,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.3
,Rwanda,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.6
,Angola,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,7.9
,Benin,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.4
,Malawi,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,1.0
,Zambia,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.3
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,5.2
,Burundi,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.2
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,2.1
,Ethiopia,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,8.0
,Chad,LOW HUMAN DEVELOPMENT,Total (Mt CO2)_2004,0.1
,Central African Republic,,Total (Mt CO2)_2004,0.3
,Mozambique,,Total (Mt CO2)_2004,2.2
,Mali,,Total (Mt CO2)_2004,0.6
,Niger,,Total (Mt CO2)_2004,1.2
,Guinea-Bissau,,Total (Mt CO2)_2004,0.3
,Burkina Faso,,Total (Mt CO2)_2004,1.1
,Sierra Leone,,Total (Mt CO2)_2004,1.0
,Iceland,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.7
,Norway,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,11.7
,Australia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.2
,Canada,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.8
,Ireland,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.7
,Sweden,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.5
,Switzerland,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.4
,Japan,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.2
,Netherlands,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,(.)
,France,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.2
,Finland,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.0
,United States,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.8
,Spain,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,4.0
,Denmark,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.5
,Austria,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.5
,United Kingdom,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.1
,Belgium,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,(.)
,Luxembourg,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.0
,New Zealand,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.8
,Italy,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.1
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.1
,Germany,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.3
,Israel,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,8.2
,Greece,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.4
,Singapore,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.1
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.6
,Slovenia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.6
,Cyprus,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.2
,Portugal,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.7
,Barbados,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.3
,Czech Republic,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.3
,Kuwait,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,9.2
,Malta,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.7
,Qatar,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,23.9
,Hungary,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.4
,Poland,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.8
,Argentina,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,12.3
,Chile,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.4
,Bahrain,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.2
,Slovakia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.5
,Lithuania,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.1
,Estonia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-2.0
,Latvia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.7
,Uruguay,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.9
,Croatia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.9
,Costa Rica,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,8.5
,Bahamas,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,27.2
,Cuba,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.4
,Mexico,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.4
,Bulgaria,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.1
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.3
,Tonga,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.7
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,4.2
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.7
,Oman,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,14.3
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.6
,Romania,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.0
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.5
,Panama,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,15.8
,Belarus,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-2.6
,Mauritius,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,8.5
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,19.2
,Russian Federation,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.9
,Albania,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.5
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.2
,Brazil,HIGH HUMAN DEVELOPMENT,Annual change (%)_1990-2004,4.2
,Dominica,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.8
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,9.1
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.4
,Colombia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.5
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.8
,Samoa,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.5
,Thailand,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,12.8
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,7.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,11.0
,China,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,7.8
,Grenada,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.6
,Armenia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-0.1
,Turkey,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.9
,Suriname,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.9
,Jordan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,4.4
,Peru,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.5
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.4
,Philippines,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.9
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.2
,Fiji,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.3
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,10.4
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,7.0
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.1
,Georgia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-6.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.0
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-3.1
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,14.8
,Maldives,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,26.5
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.4
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,15.2
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,9.7
,Algeria,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,10.8
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,25.8
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.5
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.5
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,4.1
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,3.7
,Moldova,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-5.3
,Egypt,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,7.8
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.4
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-1.0
,Honduras,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,13.8
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-4.0
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.9
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,10.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-5.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.3
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,-6.3
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,2.8
,Botswana,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,7.0
,Namibia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,..
,Morocco,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,5.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,..
,India,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,6.9
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,0.6
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,32.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,1.3
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Annual change (%)_1990-2004,9.2
